id	title	description	link	image_link	additional_image_link	availability	price	brand	condition	gtin	mpn	item_group_id	color	size	material	shipping_label
8720648154928	Drap-housse en bambou pour surmatelas, Space Blue, 400TC	Un drap-housse haut de gamme 100 % bambou, adapté aux surmatelas d'une épaisseur maximale de 10 cm, disponible en Space Blue. Confectionné dans un tissu Tanboocel™ 400TC, d'une douceur soyeuse, respirant et thermorégulateur, il vous garantit des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-space-blue-400tc?variant_sku=8720648154928	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-space-blue-corner-fit.jpg?v=1786182719	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-space-blue-corner-loose.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-space-blue-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-space-blue-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-space-blue-fabric-drape-3.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-space-blue-packaging.jpg?v=1786182117	in_stock	162.00 EUR	Boomba Bamboo	new	8720648154928	8720648154928	bamboo-fitted-sheet-for-mattress-topper-space-blue-400tc	Space Blue	180x220/210 cm	100% Bamboo (Tanboocel™)	std_9
8720618860200	Drap-housse en bambou pour surmatelas « Cuddle Pink », 400TC	Un drap-housse haut de gamme 100 % bambou pour surmatelas d'une épaisseur maximale de 10 cm, disponible en « Cuddle Pink » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc?variant_sku=8720618860200	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-detail.jpg?v=1786133940	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-loose.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-packaging.jpg?v=1786182117	in_stock	162.00 EUR	Boomba Bamboo	new	8720618860200	8720618860200	bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc	Cuddle Pink	180x220/210 cm	100% Bamboo (Tanboocel™)	std_9
8720618860217	Drap-housse en bambou pour surmatelas « Cuddle Pink », 400TC	Un drap-housse haut de gamme 100 % bambou pour surmatelas d'une épaisseur maximale de 10 cm, disponible en « Cuddle Pink » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc?variant_sku=8720618860217	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-detail.jpg?v=1786133940	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-loose.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-packaging.jpg?v=1786182117	in_stock	168.00 EUR	Boomba Bamboo	new	8720618860217	8720618860217	bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc	Cuddle Pink	200x200 cm	100% Bamboo (Tanboocel™)	std_9
8720618860170	Drap-housse en bambou pour surmatelas « Cuddle Pink », 400TC	Un drap-housse haut de gamme 100 % bambou pour surmatelas d'une épaisseur maximale de 10 cm, disponible en « Cuddle Pink » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc?variant_sku=8720618860170	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-detail.jpg?v=1786133940	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-loose.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-packaging.jpg?v=1786182117	in_stock	147.00 EUR	Boomba Bamboo	new	8720618860170	8720618860170	bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc	Cuddle Pink	160x200 cm	100% Bamboo (Tanboocel™)	std_9
8720618860163	Drap-housse en bambou pour surmatelas « Cuddle Pink », 400TC	Un drap-housse haut de gamme 100 % bambou pour surmatelas d'une épaisseur maximale de 10 cm, disponible en « Cuddle Pink » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc?variant_sku=8720618860163	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-detail.jpg?v=1786133940	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-loose.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-packaging.jpg?v=1786182117	in_stock	144.00 EUR	Boomba Bamboo	new	8720618860163	8720618860163	bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc	Cuddle Pink	140x200 cm	100% Bamboo (Tanboocel™)	std_9
8720618860187	Drap-housse en bambou pour surmatelas « Cuddle Pink », 400TC	Un drap-housse haut de gamme 100 % bambou pour surmatelas d'une épaisseur maximale de 10 cm, disponible en « Cuddle Pink » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc?variant_sku=8720618860187	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-detail.jpg?v=1786133940	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-loose.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-packaging.jpg?v=1786182117	in_stock	156.00 EUR	Boomba Bamboo	new	8720618860187	8720618860187	bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc	Cuddle Pink	180x200 cm	100% Bamboo (Tanboocel™)	std_9
8720618860224	Drap-housse en bambou pour surmatelas « Cuddle Pink », 400TC	Un drap-housse haut de gamme 100 % bambou pour surmatelas d'une épaisseur maximale de 10 cm, disponible en « Cuddle Pink » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc?variant_sku=8720618860224	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-detail.jpg?v=1786133940	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-loose.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-packaging.jpg?v=1786182117	in_stock	174.00 EUR	Boomba Bamboo	new	8720618860224	8720618860224	bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc	Cuddle Pink	200x210 cm	100% Bamboo (Tanboocel™)	std_9
8720618860194	Drap-housse en bambou pour surmatelas « Cuddle Pink », 400TC	Un drap-housse haut de gamme 100 % bambou pour surmatelas d'une épaisseur maximale de 10 cm, disponible en « Cuddle Pink » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc?variant_sku=8720618860194	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-detail.jpg?v=1786133940	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-loose.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-packaging.jpg?v=1786182117	in_stock	159.00 EUR	Boomba Bamboo	new	8720618860194	8720618860194	bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc	Cuddle Pink	180x210 cm	100% Bamboo (Tanboocel™)	std_9
8720618860231	Drap-housse en bambou pour surmatelas « Cuddle Pink », 400TC	Un drap-housse haut de gamme 100 % bambou pour surmatelas d'une épaisseur maximale de 10 cm, disponible en « Cuddle Pink » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc?variant_sku=8720618860231	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-detail.jpg?v=1786133940	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-corner-loose.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-cuddle-pink-packaging.jpg?v=1786182117	in_stock	180.00 EUR	Boomba Bamboo	new	8720618860231	8720618860231	bamboo-fitted-sheet-for-mattress-topper-cuddle-pink-400tc	Cuddle Pink	200x220/210 cm	100% Bamboo (Tanboocel™)	std_9
6666668014050	Parure de lit en bambou pour une personne, bleu ciel, 400TC	Un ensemble de literie en bambou frais et léger, 400TC, pour une personne, de couleur bleu ciel : respirant, hypoallergénique et doux pour la peau, pour une nuit de sommeil digne d'un hôtel.	https://www.maisondecocon.com/fr/products/1-person-bamboo-bedding-set-sky-blue-400tc?variant_sku=6666668014050	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-bedroom-lifestyle.jpg?v=1786136328	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-button-detail.jpg?v=1786136338,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-bed-styled.jpg?v=1786136348,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-fabric-fold.jpg?v=1786136357,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-fitted-sheet-detail.jpg?v=1786136367,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-fitted-sheet-corner.jpg?v=1786136377,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-bedroom-wood-frame.jpg?v=1786136386,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-bed-full.jpg?v=1786136394,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-pillow-detail.jpg?v=1786136408,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-packaging-set.jpg?v=1786136419	in_stock	483.00 EUR	Boomba Bamboo	new		6666668014050	1-person-bamboo-bedding-set-sky-blue-400tc	Sky Blue	M — 80×200 + 140×220 + 50×75	100% Bamboo (Tanboocel™)	std_9
6666669014050	Parure de lit en bambou pour une personne, bleu ciel, 400TC	Un ensemble de literie en bambou frais et léger, 400TC, pour une personne, de couleur bleu ciel : respirant, hypoallergénique et doux pour la peau, pour une nuit de sommeil digne d'un hôtel.	https://www.maisondecocon.com/fr/products/1-person-bamboo-bedding-set-sky-blue-400tc?variant_sku=6666669014050	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-bedroom-lifestyle.jpg?v=1786136328	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-button-detail.jpg?v=1786136338,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-bed-styled.jpg?v=1786136348,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-fabric-fold.jpg?v=1786136357,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-fitted-sheet-detail.jpg?v=1786136367,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-fitted-sheet-corner.jpg?v=1786136377,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-bedroom-wood-frame.jpg?v=1786136386,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-bed-full.jpg?v=1786136394,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-pillow-detail.jpg?v=1786136408,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-sky-blue-1-person-packaging-set.jpg?v=1786136419	in_stock	492.00 EUR	Boomba Bamboo	new		6666669014050	1-person-bamboo-bedding-set-sky-blue-400tc	Sky Blue	L — 90×200 + 140×220 + 50×75	100% Bamboo (Tanboocel™)	std_9
1111118014050	Parure de lit en bambou pour une personne, couleur taupe clair, 400TC	Un ensemble de literie en bambou 400TC, chaleureux et élégant, pour une personne, dans la teinte « Soft Taupe » : respirant, hypoallergénique et doux pour la peau, pour une nuit de sommeil digne d'un hôtel.	https://www.maisondecocon.com/fr/products/1-person-bamboo-bedding-set-soft-taupe-400tc?variant_sku=1111118014050	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bedroom-lifestyle.jpg?v=1786109315	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-button-detail.jpg?v=1786109324,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bed-styled.jpg?v=1786109332,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-fabric-drape.jpg?v=1786109341,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bed-wood-frame.jpg?v=1786109348,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-fabric-gather.jpg?v=1786109357,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bedroom-window.jpg?v=1786109367,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-fabric-detail-02.jpg?v=1786109418,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-fitted-sheet-detail.jpg?v=1786109435,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-tie-detail-02.jpg?v=1786109482,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bedroom-angle.jpg?v=1786109493	in_stock	483.00 EUR	Boomba Bamboo	new		1111118014050	1-person-bamboo-bedding-set-soft-taupe-400tc	Soft taupe	M — 80×200 + 140×220 + 50×75	100% Bamboo (Tanboocel™)	std_9
1111119014050	Parure de lit en bambou pour une personne, couleur taupe clair, 400TC	Un ensemble de literie en bambou 400TC, chaleureux et élégant, pour une personne, dans la teinte « Soft Taupe » : respirant, hypoallergénique et doux pour la peau, pour une nuit de sommeil digne d'un hôtel.	https://www.maisondecocon.com/fr/products/1-person-bamboo-bedding-set-soft-taupe-400tc?variant_sku=1111119014050	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bedroom-lifestyle.jpg?v=1786109315	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-button-detail.jpg?v=1786109324,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bed-styled.jpg?v=1786109332,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-fabric-drape.jpg?v=1786109341,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bed-wood-frame.jpg?v=1786109348,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-fabric-gather.jpg?v=1786109357,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bedroom-window.jpg?v=1786109367,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-fabric-detail-02.jpg?v=1786109418,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-fitted-sheet-detail.jpg?v=1786109435,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-tie-detail-02.jpg?v=1786109482,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-bedding-set-soft-taupe-1-person-bedroom-angle.jpg?v=1786109493	out_of_stock	492.00 EUR	Boomba Bamboo	new		1111119014050	1-person-bamboo-bedding-set-soft-taupe-400tc	Soft taupe	L — 90×200 + 140×220 + 50×75	100% Bamboo (Tanboocel™)	std_9
